Project_Type,Location,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level,Project_Duration_Days,Start_Year,Start_Month,Start_Quarter,Cost_Overrun_Pct,Cost_Efficiency,Schedule_Overrun_Pct,Duration_Efficiency,Risk_Composite
Road,Seattle,21655666,31655567.652482104,9999901.652482104,335,373.0475124675987,38.04751246759872,1.4912164919932225,1.964195382407012,137.17267284933405,12.989956930619336,49.94764196467749,Stormy,291,17506.490484621158,183.89253330342865,1687,46.008597264301066,7,9.82480484159776,99.91475870909532,1,91.27473987274544,High,307,2020,6,2,46.1768,0.6841,11.3575,0.898,20.6253
Tunnel,Los Angeles,34187633,32081804.992515795,-2105828.007484205,519,513.3450118038422,-5.654988196157774,0.542736032353986,0.8982560897767095,205.6228566393173,21.105661577451286,33.82403971564226,Snowy,288,45064.15052961431,141.33702900618098,1068,88.44992389939964,2,4.535198713904343,59.13329973526891,0,92.0785776496925,Medium,787,2020,6,2,-6.1596,1.0656,-1.0896,1.011,1.307
Tunnel,Houston,4033349,5625900.486966189,1592551.486966189,304,382.3955945554304,78.39559455543042,1.6449698085152784,2.890360510062062,211.02852138868997,25.699433111038644,83.75585377342074,Sunny,176,29749.47871396788,200.4428795067026,7774,48.11438967908335,3,8.977747490257375,84.70717074798243,0,79.13564440154555,High,271,2020,6,2,39.4846,0.7169,25.788,0.795,21.9773
Road,New York,27687290,29775738.581450645,2088448.5814506449,459,637.381331752265,178.38133175226506,1.2180193568615594,4.789896766244453,53.80317322810724,9.263013787989223,32.22087892734522,Snowy,101,23603.745882825893,268.4305283160036,1419,75.72240199293361,6,5.5868897461769045,94.3493146753429,0,73.27964359893018,Medium,832,2020,6,2,7.543,0.9299,38.863,0.7201,16.2392
Building,Los Angeles,28646076,33411398.659000948,4765322.659000948,801,904.5485514374632,103.54855143746316,0.5004498889168219,2.515363001358045,427.6435788677565,40.44041778444869,40.02420361614999,Stormy,191,8270.697012836492,553.7591383042387,7891,60.56442481533075,3,7.453135338975473,78.7969083705895,0,20.345744558572573,High,722,2020,6,2,16.6352,0.8574,12.9274,0.8855,10.9594
Bridge,New York,24184270,22083817.71581615,-2100452.2841838486,837,819.7253487224575,-17.27465127754249,0.5497689041222825,0.4145729069724058,64.39750706494613,-2.631382328762034,56.178573741414944,Snowy,112,37135.46873310376,864.22297254501,6593,53.55870307931101,1,1.4083428004644087,81.98481891832805,0,17.62247904280275,Low,711,2020,6,2,-8.6852,1.0951,-2.0639,1.0211,0.4817
Dam,Seattle,15930164,17214575.634874422,1284411.634874422,853,868.3650193847028,15.365019384702803,1.2932578826821204,3.100006667387042,473.0809256281586,26.93314940045706,38.43545332986555,Stormy,85,36628.28705282147,312.0780987997183,7104,78.36810636952623,9,6.01580774785621,70.38355447585687,0,85.67503218226773,High,837,2020,6,2,8.0628,0.9254,1.8013,0.9823,5.9624
Bridge,New York,35337309,42460559.420324944,7123250.420324944,307,320.04442481220053,13.044424812200532,1.6768852271036423,1.7011149722562853,451.4334579921293,-9.760223102388077,34.69052740953848,Snowy,140,32631.96231376536,941.6458096721004,4892,67.42013856261644,5,1.6314574258989138,83.73804168582569,0,48.43142348117096,Low,626,2020,6,2,20.1579,0.8322,4.249,0.9592,8.6484
Bridge,Los Angeles,22680041,21176482.34247545,-1503558.6575245485,493,532.4097080077838,39.40970800778382,0.8896927858553948,4.2796259479564895,290.9848622386836,40.85581079728495,61.93695275719267,Snowy,201,27961.819079929213,959.417118041503,1439,64.00872803707355,8,3.4175616138441938,69.77889573480618,0,50.62260476808515,Medium,569,2020,6,2,-6.6294,1.071,7.9939,0.926,4.6817
Building,Houston,41622564,49724705.65582648,8102141.655826479,511,656.9809686172345,145.98096861723445,0.5907708153424251,2.173390741582351,294.6180087100814,-3.8122726719049673,26.225066592851668,Rainy,217,24520.29809933177,963.0141443606848,2208,75.57112029353328,1,6.101328932818108,73.83098190757242,0,86.30137810117273,High,851,2020,6,2,19.4657,0.8371,28.5677,0.7778,15.8303
Bridge,Seattle,32590521,47460479.95148027,14869958.95148027,329,414.7266386477457,85.72663864774569,1.7473220531301408,0.964198044711228,344.2000653302704,-4.781367341883395,24.07174311046473,Sunny,206,31697.19918445965,853.8064612086914,3563,69.47605770940004,0,8.264473897795124,55.14558713114124,0,65.92878631547094,High,222,2020,7,3,45.6266,0.6867,26.0567,0.7933,23.1579
Road,Los Angeles,30051004,28946206.81135832,-1104797.1886416825,633,834.0711314231615,201.07113142316155,1.3716097543265864,0.9555281134557247,224.17250537069916,8.315419817873433,46.057170663025,Snowy,102,15502.795327778302,427.4425367179485,8466,58.209052513093646,7,6.048042794235196,50.39042000901908,0,26.14665168118951,High,433,2020,7,3,-3.6764,1.0382,31.7648,0.7589,12.139
Road,Seattle,48339044,65676539.99390031,17337495.993900307,215,240.2627560045652,25.262756004565176,0.9513624258378454,3.8438209036058018,341.250027529035,10.546145732149434,70.44651181555037,Cloudy,158,47356.657887994144,165.41551990236076,2253,73.54367726591511,0,9.42572387003689,52.75755620694734,0,28.991190608862446,High,309,2020,7,3,35.8664,0.736,11.7501,0.8949,16.1701
Tunnel,Chicago,12999401,14894747.88055616,1895346.8805561608,864,1204.7603827345808,340.76038273458084,1.0270103710306735,1.3279379915367997,70.1457749098191,1.7865039777583238,58.83647307917636,Rainy,199,31495.75381311033,611.9368585898454,4209,80.16991459304168,0,8.29299256818252,59.626082046880086,0,10.57394521313513,High,239,2020,7,3,14.5803,0.8728,39.4399,0.7172,17.8647
Dam,New York,7299492,9439003.972668411,2139511.972668413,599,612.4491054193802,13.449105419380205,0.4880872890791531,3.836166970796115,74.32143230737695,22.18169135099185,49.60135279267452,Sunny,121,19003.659995946942,602.8132995435103,4549,41.60158951521126,2,2.406161314945924,72.83019097975327,0,73.96030845474084,Low,842,2020,7,3,29.3104,0.7733,2.2453,0.978,10.3479
Bridge,Chicago,23576162,24899773.915457185,1323611.9154571854,201,237.46631415068936,36.466314150689385,1.2909249971232035,1.0294365538329968,255.75368882879496,14.360275392307996,59.60260949572077,Rainy,64,25235.59328983208,864.978190398636,1614,67.95230373446051,4,4.500626370651436,51.04970354257269,0,53.70504926450366,Medium,646,2020,7,3,5.6142,0.9468,18.1424,0.8464,8.8271
Bridge,Los Angeles,29465797,29338957.27866862,-126839.72133138032,385,531.5168446760704,146.51684467607038,0.7816107700314884,1.608431843506547,297.3300354977157,-8.120342602740191,45.58160392572916,Sunny,162,41255.81549946016,996.3919458514948,4078,43.46099707501263,8,7.01636884576101,57.796831957711625,0,95.49675215533286,High,466,2020,7,3,-0.4305,1.0043,38.0563,0.7243,14.4202
Building,Houston,40483075,40332379.52894288,-150695.47105712444,818,824.6218643071695,6.621864307169517,1.991725835681264,2.327434862198497,449.5179381511185,7.580863424041535,85.5302434802479,Stormy,118,12272.722732863383,557.3415759041328,4490,51.18432484408666,9,9.445654284483613,89.07223019422193,0,74.26115211234412,High,696,2020,7,3,-0.3722,1.0037,0.8095,0.992,3.932
Road,Seattle,46024017,43368208.8027859,-2655808.197214097,535,516.7660595107914,-18.233940489208635,1.0123486789975868,4.715979248467254,97.09728525855331,34.573810246524374,23.843342363754203,Snowy,165,18177.60301071172,410.6836279358058,4543,73.63052404467838,1,9.889442818702038,88.10832791310236,0,19.283739468991,High,646,2020,7,3,-5.7705,1.0612,-3.4082,1.0353,2.1779
Dam,New York,44279132,44783383.77101231,504251.77101231366,619,885.3002255993194,266.30022559931945,1.0231826517602651,4.658657123769123,420.1915672372502,27.93358441740277,67.13740353208846,Cloudy,241,35577.86102314499,267.3115404006403,9102,91.97133491593485,0,7.868677941665265,89.486514583775,1,24.538731394534253,High,524,2020,7,3,1.1388,0.9887,43.021,0.6992,14.8217
Tunnel,Seattle,31732364,41205478.38019565,9473114.380195647,275,304.08339435526733,29.08339435526733,1.175118396080277,1.034359377111439,144.5213017814313,29.867896946893424,82.38978653794254,Rainy,53,19197.01429170008,104.31984233563368,2900,92.96834075130909,0,6.163923750214275,96.0770471598387,0,55.155218210499335,High,821,2020,7,3,29.8532,0.7701,10.5758,0.9044,13.3615
Road,Los Angeles,35404782,50593942.14225961,15189160.142259613,343,449.4404717062788,106.4404717062788,1.8418364059256187,1.791095206215364,227.33764182951435,28.396430824593796,76.27192961146774,Rainy,124,40662.57568376597,558.2023232399913,6680,44.19664060831788,7,7.809487207641927,55.95355003672596,0,93.23867517964592,High,561,2020,7,3,42.9014,0.6998,31.0322,0.7632,25.142
Tunnel,Seattle,48069821,66743764.48672166,18673943.486721657,327,299.27339615658474,-27.726603843415266,1.6215543897335256,0.7469969422688616,192.47109567233585,7.1035161760668295,32.88287243750127,Rainy,195,10870.406922981238,599.9668000323361,7751,65.1463051772024,9,3.4591277751755296,58.15699381139415,0,32.25259808954034,Medium,869,2020,7,3,38.8475,0.7202,-8.4791,1.0926,14.1461
Building,New York,46148268,60504098.248849645,14355830.248849643,709,931.64594632938,222.64594632937985,0.9571471326158988,2.549925396567485,230.06987278942955,-4.518484285777326,40.71484442862018,Rainy,91,39320.87767045738,842.4446318356577,6862,74.98038898027308,9,3.5524272453366943,66.67768073006572,0,84.30221817211952,Medium,432,2020,7,3,31.1081,0.7627,31.4028,0.761,21.2638
Building,Los Angeles,9556255,9233818.528129,-322436.4718709998,473,515.4095522170302,42.40955221703018,1.4655286053483123,2.3029127534733327,117.7229741326635,4.98569512182028,70.19335570949733,Snowy,290,8075.82716827548,554.1192711035205,2712,48.82419427302061,9,6.889144115460909,95.75705994904548,0,38.10451781221076,High,235,2020,7,3,-3.3741,1.0349,8.9661,0.9177,5.8677
Bridge,Seattle,34989909,37562103.557902604,2572194.5579026043,374,349.1082475450219,-24.891752454978075,1.213847447683447,4.503800812253662,276.60653348159974,35.74819151018376,25.89893914265359,Sunny,79,5566.667570037265,924.8215137994508,3329,85.9259330046863,1,8.846520187599193,88.77388715029724,0,34.29074706002003,High,642,2020,7,3,7.3512,0.9315,-6.6555,1.0713,4.1747
Dam,Houston,44626563,48459276.323646784,3832713.323646784,842,1065.8774071341086,223.87740713410855,1.035497392532373,4.650026888955363,410.7391654241153,43.92589387806891,76.83031898828088,Snowy,192,45420.058347447295,665.2751289142919,2194,84.65411550623432,8,9.728285402587185,66.20606361661598,0,91.12534743974462,High,636,2020,7,3,8.5884,0.9209,26.5888,0.79,14.0988
Tunnel,Los Angeles,49786500,52274538.907095104,2488038.9070951045,659,688.3138288753327,29.31382887533266,0.465399968290266,1.9178369550364605,248.6903046705036,17.161585810785873,70.32348612233532,Stormy,119,31160.26476195344,856.3026143989748,7781,94.20046082240768,8,4.072011407480964,54.381790889136745,0,14.25174328653875,Medium,262,2020,7,3,4.9974,0.9524,4.4482,0.9574,5.2481
Road,Los Angeles,40206376,48609645.11785031,8403269.117850311,302,341.88947225980064,39.88947225980064,0.9814789005642928,2.4586897150949474,270.7761091541896,-9.466480479232676,71.07246544647398,Snowy,232,20832.21036890652,233.4715613269724,9162,40.50916072500658,1,8.168982607911882,80.81900130744171,0,69.46669348604595,High,278,2020,7,3,20.9003,0.8271,13.2084,0.8833,12.0664
Building,Houston,30362480,37082677.195924655,6720197.195924655,579,549.0937741883348,-29.906225811665195,0.5670553153428918,4.4811812457306655,431.9454133765914,-2.297535332617403,27.0168959187314,Snowy,230,15466.758663373268,869.8025172720833,5906,53.00105463934016,2,8.663777247587443,62.84095829028261,1,13.88507628531008,High,328,2020,7,3,22.1332,0.8188,-5.1652,1.0545,8.7727
Bridge,Chicago,5327308,5935322.106370114,608014.1063701138,878,867.7256006768172,-10.27439932318282,1.838200084718144,4.033539038725308,367.72615158711386,7.714431642394619,70.24323813713616,Stormy,65,32759.860246736724,707.6294689994636,2378,89.6312028547193,1,6.608559187282535,76.55762829842766,0,82.06874079144023,High,508,2020,7,3,11.4132,0.8976,-1.1702,1.0118,4.9457
Bridge,New York,45903073,51056771.44805232,5153698.448052324,631,680.7141813587265,49.71418135872648,0.7372729456430591,0.0182815567232463,270.7044838339031,21.822194172612235,67.58726876539791,Snowy,160,27905.09825915322,253.2097291944975,1749,80.23480304961612,5,4.128326940067867,97.09016798004885,0,84.64639194599559,Medium,335,2020,7,3,11.2273,0.8991,7.8786,0.927,7.5574
Tunnel,Chicago,24729530,34550451.30905183,9820921.309051828,840,801.2387882823192,-38.7612117176808,1.9093016276134076,1.6002978209179126,165.96304168513086,-5.869849480707732,78.16457435752955,Sunny,153,49621.89989884933,270.7872023314098,6292,93.66339122190944,6,6.571797087464209,78.63086226571673,0,90.40209171936858,High,369,2020,7,3,39.7133,0.7158,-4.6144,1.0484,14.4283
Building,Seattle,45771670,62870854.071989216,17099184.071989216,283,409.3582997437363,126.35829974373632,1.1128050511799512,2.108871209680629,448.217036080235,41.88465142904349,22.911716937952864,Cloudy,250,49244.71939941856,933.8505571397992,1300,43.43077927181599,5,6.260040138803615,96.19172182116822,0,26.748105543465435,High,673,2020,7,3,37.3576,0.728,44.6496,0.6913,26.8542
Dam,Houston,13633010,14787419.190757154,1154409.1907571536,641,579.225692808558,-61.77430719144195,1.2999343194847046,1.148581418416159,309.65918076075127,10.07960203064204,21.617746792745454,Stormy,156,33576.10547637243,128.9938244053356,5695,75.81783794298657,2,6.458729552168418,69.65193929974377,0,21.20483403337604,High,442,2020,7,3,8.4677,0.9219,-9.6372,1.1066,4.2321
Building,Chicago,24442985,35400116.83606045,10957131.83606045,897,1067.7135697927724,170.71356979277243,1.1315868445297228,0.9978580794796936,149.51642454981203,40.19213198586527,46.11049699149925,Rainy,172,24929.172774765077,516.2814489661355,5624,74.14279449362044,2,6.573341924089493,81.66756686443853,0,55.31815419023203,High,259,2020,7,3,44.8273,0.6905,19.0316,0.8401,20.8723
Tunnel,Los Angeles,41093087,60476244.53315428,19383157.53315428,889,865.840194167903,-23.15980583209705,0.3458231722367316,0.1889225329783983,171.10388868710464,32.928699151636195,30.4151798694407,Sunny,211,27101.343611059798,382.1277609406914,4837,42.14046498163194,1,8.623523717845256,94.6944986973482,1,34.44693594040504,High,579,2020,7,3,47.1689,0.6795,-2.6052,1.0267,16.0754
Tunnel,Seattle,26291884,28817101.807751376,2525217.807751376,575,623.6492858698923,48.64928586989231,0.8140603161150878,3.2168486253488027,411.4098900213107,31.549049988356963,59.08691342991553,Cloudy,76,35711.55798065879,698.5696959985853,1277,70.81132461474901,1,2.5307336194059733,79.39936558045692,0,64.56677250223586,Low,788,2020,7,3,9.6046,0.9124,8.4607,0.922,6.1257
Building,Seattle,31596658,35156178.536209,3559520.536209002,516,751.108039719735,235.10803971973496,0.2883776133274854,1.3125514524158284,69.86550293935495,23.369576888022763,84.21442310547242,Sunny,62,9570.854490592164,855.6664488120928,4917,76.57121867859546,4,4.3056455285365125,80.74493385135521,0,56.237256151368165,Medium,439,2020,7,3,11.2655,0.8988,45.5636,0.687,18.7099
Tunnel,Chicago,23745849,28575291.4538404,4829442.453840397,778,775.679017468297,-2.3209825317029527,1.2836126839484254,0.2617358921565654,496.441484162969,24.47310993785145,47.4035811233811,Sunny,277,19775.84332148232,424.3403094009126,8307,51.47759045212644,7,6.274015546156403,85.81539910406121,0,23.03668992028841,High,794,2020,7,3,20.338,0.831,-0.2983,1.003,8.7562
Building,Chicago,47267888,69231975.0967864,21964087.096786395,321,474.9193047777509,153.91930477775088,0.949060970880834,1.1548965526403183,108.65825587165632,25.09017793689365,79.1465264090823,Rainy,204,8387.250845162172,484.2118785905535,3161,56.39977498747977,5,3.5499496475046377,94.10538785941264,0,76.5343444466594,Medium,731,2020,7,3,46.4672,0.6827,47.9499,0.6759,30.0351
Road,Houston,32981908,47025329.35350712,14043421.353507124,496,507.6444065920519,11.644406592051894,1.57817144598478,4.0095697641806325,408.2308364286218,24.57967628640701,20.016861216250653,Cloudy,122,8301.23417826138,983.7260060512727,2389,78.42084077786421,8,9.803378098756353,54.40900306204265,0,82.34059406733374,High,280,2020,8,3,42.5792,0.7014,2.3477,0.9771,17.0387
Building,New York,24675262,23726270.609733764,-948991.390266236,890,1196.996301921287,306.9963019212871,0.5188939138988027,4.257445908232733,227.6488925472573,20.45505272690987,31.79602504214289,Sunny,246,13812.765885240518,805.5248587112825,9882,68.0980568559975,4,3.368352336420963,66.84296910880434,0,96.6738720154793,Medium,538,2020,8,3,-3.8459,1.04,34.494,0.7435,11.8219
Building,Chicago,20854315,23682961.878219742,2828646.878219746,737,905.0406865375912,168.04068653759134,0.4126755110157363,2.415331225966513,271.4972824793601,44.25277101655889,22.129647775785998,Rainy,292,26836.39645669521,907.4837178386124,5732,91.48081945409962,9,5.226659925781287,69.8842363040302,1,45.59849887250255,High,559,2020,8,3,13.5638,0.8806,22.8006,0.8143,13.7547
Tunnel,Chicago,3844180,4736117.076127367,891937.0761273671,706,1010.0651890099872,304.0651890099873,0.8720312388311587,2.080353352043431,446.29275985906,30.275981208413285,42.9703026360548,Stormy,135,40314.84445232552,494.8859985864668,4468,60.5429059605513,3,8.896285411417615,95.48548326945888,0,40.39614419333989,High,400,2020,8,3,23.2023,0.8117,43.0687,0.699,22.2606
Tunnel,Los Angeles,12010186,14434796.146790337,2424610.146790335,735,905.8110256768808,170.81102567688083,1.860512228114924,4.889268467508908,235.810035315146,32.73205136158867,83.5732716987552,Rainy,80,26847.315102464265,310.6685835857037,7141,55.99957950329207,8,1.7205729639420362,97.80039622581006,1,27.303639041794455,Medium,599,2020,8,3,20.1879,0.832,23.2396,0.8114,14.9724
Bridge,Seattle,47530918,48306519.951202124,775601.9512021244,580,708.0266082663954,128.02660826639544,1.4498014485235824,1.0028232979403495,291.8721891529555,37.98545482960208,26.78664865192914,Snowy,52,20096.44747523914,470.6771188478065,6969,99.09195642069056,9,8.386192018848266,56.01902323325624,0,26.277854968827874,High,303,2020,8,3,1.6318,0.9839,22.0736,0.8192,10.5889
Bridge,New York,16148530,22854854.03622725,6706324.036227249,860,874.8563281900944,14.85632819009436,0.8959548871065454,1.0767964142730424,72.18484808412647,1.8601869499217043,62.448684372066026,Rainy,79,8705.884565154116,744.4827260483621,4816,94.668146207805,4,6.13907532077203,55.95538398943904,0,38.89479568419869,High,601,2020,8,3,41.529,0.7066,1.7275,0.983,15.0048
Road,Los Angeles,39620544,51750946.84687239,12130402.84687239,489,488.8716948259567,-0.1283051740433052,1.08281712253319,1.4593358851819986,51.05636324035392,-5.390771249771657,51.60471573836109,Rainy,198,29763.29854324083,198.4873643523814,6037,41.73956469993879,0,1.2862183673770338,96.74308971261812,0,98.36350321188412,Low,410,2020,8,3,30.6164,0.7656,-0.0262,1.0003,9.4422
Bridge,Houston,11061403,15516328.026786515,4454925.026786517,674,977.228212711114,303.228212711114,0.2600047212364869,0.8637865914054366,160.15994285077664,16.559194012922926,85.69277486560688,Rainy,148,17207.086391742952,343.422195054858,6994,86.24371691839394,4,9.126216027700922,64.78859506912963,0,18.303280725174066,High,869,2020,8,3,40.2745,0.7129,44.9893,0.6897,28.2044
Building,Houston,21871102,30953264.48856528,9082162.48856528,735,806.076645692865,71.07664569286499,1.9706942031146149,1.896827991020933,356.2623918134453,18.274438259060023,28.576339977596568,Sunny,183,32672.03800627164,141.97231041543134,3451,46.62008642951218,4,1.3527715191016874,62.090720951857634,0,33.34295818697352,Low,242,2020,8,3,41.5259,0.7066,9.6703,0.9118,16.4294
Tunnel,Chicago,29105186,39263289.189078085,10158103.189078083,789,886.243739499435,97.24373949943504,1.366173878920346,4.554171134948769,104.56920201161152,35.604997897245475,34.841949535156026,Cloudy,269,48973.44826095882,489.1129645043184,1024,41.64911168976226,4,5.636960166441636,51.781143287704936,0,17.738055718753746,High,664,2020,8,3,34.9014,0.7413,12.3249,0.8903,16.0953
Bridge,Chicago,43505100,50619330.67705745,7114230.6770574525,288,390.4975281764255,102.49752817642548,0.6422677300805026,3.0767392031428717,101.19288146204724,14.408096860528463,22.06793780280453,Rainy,209,10009.144466489755,844.7011623816519,6962,56.42173095798093,1,1.44128121729113,63.77979673853245,0,34.62682534621638,Low,807,2020,8,3,16.3526,0.8595,35.5894,0.7375,16.0709
Bridge,Houston,6301358,7979586.407454291,1678228.4074542914,551,607.9150432889801,56.91504328898009,1.2130359490089642,2.059732743061318,234.9322736161565,21.3969164049372,50.37546747419616,Rainy,219,14545.642942487297,122.19731946820971,3556,56.16075274366626,5,1.6408008862704833,84.67632136129942,0,18.31612892776345,Low,882,2020,8,3,26.6328,0.7897,10.3294,0.9064,12.4168
Road,Chicago,19283361,19210455.31087117,-72905.68912883103,795,1169.6337870468044,374.6337870468044,0.3080164955310885,4.672053972856074,341.5266673737019,18.98890161824021,39.4483029695258,Snowy,278,26289.254214471865,707.7911741264494,8632,89.15912574081787,4,8.984838828321028,71.30180813697808,0,55.74779800804254,High,753,2020,8,3,-0.3781,1.0038,47.1237,0.6797,16.7341
Road,New York,20425418,26638569.741425697,6213151.741425697,385,516.9613146387229,131.9613146387229,1.9350896707344087,0.2423211623791116,370.4323965115687,-7.898846893343492,80.89341537232247,Snowy,239,48587.621690566826,939.2462870623656,1060,82.64003475657012,1,7.892429922661992,75.843517582588,0,49.45200881682848,High,662,2020,8,3,30.4187,0.7668,34.2757,0.7447,21.1868
Building,Chicago,18970147,19113408.666961648,143261.66696164757,222,279.3775751107796,57.37757511077956,0.4320914769783952,1.0513808895093069,130.30280334426865,23.836819312830272,62.34585692384285,Stormy,266,39731.4399321498,313.23507536006406,8675,98.89656563992084,9,2.7724705592040237,95.86477983074428,0,25.664529734790683,Low,698,2020,8,3,0.7552,0.9925,25.8458,0.7946,10.3348
Tunnel,Seattle,48905202,64377328.7410299,15472126.741029903,424,605.6997288425849,181.69972884258493,1.331257604304907,2.829443025508795,85.8146663174191,35.542380717583875,62.98635165829912,Stormy,209,45420.31369232736,724.2713566548833,1122,82.6907740187091,7,6.5842117589282845,55.73448913356582,0,25.732710439766752,High,334,2020,8,3,31.637,0.7597,42.8537,0.7,25.0641
Road,Chicago,5889084,6111449.312955375,222365.31295537483,466,433.2698119745154,-32.73018802548461,0.5663634788239679,3.077763115965896,473.1786652754949,-1.3374698558307898,57.23374878169117,Snowy,148,20017.16818141068,977.5917109901804,6616,65.09533319536288,5,8.15211611588094,53.56203576212995,1,66.34981663474535,High,271,2020,8,3,3.7759,0.9636,-7.0236,1.0755,3.7632
Bridge,Los Angeles,41687888,40459378.46095005,-1228509.5390499458,534,562.9628865774225,28.962886577422523,1.463366627032218,0.1977875328130657,167.2998721529458,22.688245365962764,26.42952360604407,Cloudy,135,49641.73132003676,966.0502541372168,2186,81.93565965671301,9,9.006315772301782,92.59653745619472,0,44.840920509148894,High,705,2020,8,3,-2.9469,1.0304,5.4238,0.9486,5.2284
Tunnel,New York,1871522,1869969.9357367968,-1552.064263203181,655,772.2592793488176,117.2592793488176,1.575960597756534,2.015193789535661,434.0059239239257,22.648579944552797,51.151307860774864,Stormy,265,9627.476722887082,311.43627372622893,6158,99.96754403118412,2,5.2147623415523165,88.74278987153534,0,15.057544305993122,Medium,634,2020,8,3,-0.0829,1.0008,17.9022,0.8482,6.8136
Tunnel,Los Angeles,23826747,21472551.96111275,-2354195.038887251,262,271.4810264049231,9.481026404923114,1.379497484931722,3.2457698241543635,438.5711527082682,-0.9698269769002684,89.96536327959616,Cloudy,216,7383.780772074537,190.29794789086185,8864,82.60851295375168,8,9.077498896610836,63.18670934725162,0,92.81733397903612,High,777,2020,8,3,-9.8805,1.1096,3.6187,0.9651,4.5011
Bridge,Los Angeles,16523665,21997026.10058385,5473361.100583851,289,389.0931594781932,100.09315947819316,1.2675489744848658,3.490352732017008,397.635166293145,-3.2095034448095188,78.46605035922104,Snowy,113,43502.11821743126,233.45428410632437,5089,85.70088135881909,3,5.570650654458054,66.21170631870415,0,46.44572372288204,Medium,824,2020,8,3,33.1244,0.7512,34.6343,0.7428,22.0417
Road,Seattle,30538040,40903891.51931205,10365851.519312046,369,535.6126580752948,166.6126580752948,1.7956912785088222,3.1906995125813467,125.97512299365654,43.90285686370667,82.54213379169812,Stormy,167,46726.91915931438,731.8321016339279,3472,96.30190091141556,2,7.19405237959922,65.51389178878301,0,63.19427993710193,High,689,2020,8,3,33.9441,0.7466,45.1525,0.6889,25.5678
Bridge,New York,49410263,59735032.0480111,10324769.048011102,430,496.3326909421783,66.33269094217826,0.2493907508805402,1.6028161218046226,419.8106566643901,11.654554330917064,77.62584514725496,Rainy,207,9076.341089574578,753.182987907948,8450,46.819075678701,6,9.811264234826252,82.39043990109556,0,89.68707549265362,High,362,2020,8,3,20.896,0.8272,15.4262,0.8664,14.0589
Tunnel,New York,49470777,49313345.18826375,-157431.81173624843,470,519.4813932315544,49.48139323155442,0.7287380549823708,0.4676006179895475,396.162751658714,2.5081950797941097,27.212918540168783,Snowy,240,10104.234203562868,706.8129054653791,3964,82.28705760686361,7,3.1235661027507406,53.06057534944897,0,46.1943097546283,Medium,565,2020,8,3,-0.3182,1.0032,10.528,0.9047,5.1831
Dam,New York,36736338,34904392.43049527,-1831945.5695047304,824,1216.9906819688129,392.9906819688129,0.5717462112986074,2.1355622320966705,318.5253455477977,-0.577150055009378,35.92137778453598,Stormy,163,6492.837099009822,402.4705489680143,9104,91.04835747804694,6,2.516691484742303,74.47007926318635,1,83.85940354701243,Medium,753,2020,8,3,-4.9867,1.0525,47.693,0.6771,16.0112
Dam,New York,20382100,18577823.10409285,-1804276.895907145,380,443.42635468467927,63.42635468467927,1.977226527924301,0.6437721868402774,201.74091582602875,26.71809424707793,20.218515594948677,Cloudy,273,9702.840318922585,252.79924578230992,2310,97.26271601325358,0,4.078169424800832,56.69364845563726,0,92.32770021426548,Medium,584,2020,8,3,-8.8523,1.0971,16.6911,0.857,5.823
Building,New York,32607303,32589333.316801544,-17969.68319845572,505,602.6816653361328,97.68166533613282,0.8398405813670595,4.738118292603335,168.12887191994486,23.519491353000333,41.2457087414678,Cloudy,208,14423.89175601264,622.6849827570278,9346,52.65815738270196,0,2.4795912044827846,90.98692704631236,0,25.666064529703316,Low,425,2020,8,3,-0.0551,1.0006,19.3429,0.8379,6.2988
Bridge,Seattle,36259675,52014986.80226401,15755311.802264012,690,766.5830471495489,76.58304714954886,1.4919641285567575,2.375854330113141,104.85014543616154,25.39536676430796,27.60251816425448,Stormy,136,48653.44785095004,535.3124011820798,3212,70.23574046345465,4,3.557465251343868,69.03315021549827,0,90.3243214002978,Medium,770,2020,8,3,43.4513,0.6971,11.099,0.9001,17.8766
Bridge,Chicago,38829124,40573409.986201786,1744285.9862017855,588,850.0887012786824,262.0887012786824,1.4009778113739086,1.5862958717843378,279.3906801053921,-5.159668486870126,53.09553417111081,Cloudy,89,35053.71000078562,755.9507324100731,7792,80.8332908586689,7,7.686867910335436,76.37860966097296,0,20.784920203574032,High,840,2020,8,3,4.4922,0.957,44.5729,0.6917,17.6569
Building,Los Angeles,30188752,33586882.342842825,3398130.3428428248,786,975.7194059157208,189.7194059157207,0.5029543512070177,3.8315203555945,313.3673939794309,39.14440209241403,67.39892420017313,Stormy,210,40034.88614833439,497.22407081705927,9703,54.848063770080245,9,5.297716323291585,51.4658804389393,0,34.761466844139974,Medium,829,2020,8,3,11.2563,0.8988,24.1373,0.8056,13.4776
